job_id,skill
100038,ETL
100038,Excel
100038,Google Analytics
100038,Python
100038,SQL
100038,VBA
100039,Communication
100039,Data Modeling
100039,Looker
100039,Machine Learning
100039,Python
100039,SQL
100040,Excel
100040,SQL
100040,Statistics
100040,Tableau
100041,AWS
100041,Power BI
100041,SQL
100042,Communication
100042,Data Visualization
100042,Excel
100042,Power BI
100042,SQL
100043,Communication
100043,Excel
100043,Machine Learning
100043,R
100043,Snowflake
100043,Tableau
100044,A/B Testing
100044,Data Modeling
100044,ETL
100044,Google Analytics
100044,SQL
100045,A/B Testing
100045,Data Visualization
100045,Excel
100045,Python
100045,SQL
100045,Snowflake
100045,Statistics
100046,Data Visualization
100046,Excel
100046,SQL
100046,VBA
100047,Azure
100047,Excel
100047,R
100047,SQL
100047,Statistics
100048,Azure
100048,Excel
100048,Machine Learning
100048,SQL
100048,Tableau
100049,AWS
100049,Business Intelligence
100049,Excel
100049,Google Analytics
100049,Looker
100049,Python
100049,VBA
100050,A/B Testing
100050,AWS
100050,Communication
100050,Data Modeling
100050,Excel
100050,Power BI
100050,Python
100051,Azure
100051,Excel
100051,Google Analytics
100051,Machine Learning
100051,Power BI
100051,SQL
100051,Statistics
100052,A/B Testing
100052,Excel
100052,Machine Learning
100052,Python
100052,SQL
100053,AWS
100053,Business Intelligence
100053,Data Modeling
100053,Data Visualization
100053,Excel
100053,Power BI
100053,VBA
100054,A/B Testing
100054,SQL
100054,VBA
100055,Data Visualization
100055,Excel
100055,Looker
100055,Python
100055,SQL
100055,Statistics
100055,VBA
100056,Excel
100056,Python
100056,SQL
100057,Data Modeling
100057,Excel
100057,Machine Learning
100057,SQL
100057,Statistics
100057,Tableau
100058,A/B Testing
100058,Business Intelligence
100058,Communication
100058,Excel
100058,Google Analytics
100058,Power BI
100058,Python
100059,Communication
100059,Data Modeling
100059,ETL
100059,Excel
100059,SQL
100059,Snowflake
100059,Statistics
100060,Azure
100060,Business Intelligence
100060,Data Visualization
100060,Excel
100060,Looker
100060,SQL
100061,ETL
100061,Excel
100061,Looker
100061,Tableau
100061,VBA
100062,Excel
100062,Google Analytics
100062,Looker
100062,Machine Learning
100062,Python
100062,SQL
100063,A/B Testing
100063,Python
100063,SQL
100064,AWS
100064,Excel
100064,Google Analytics
100064,SQL
100064,VBA
100065,A/B Testing
100065,ETL
100065,Excel
100065,Python
100066,AWS
100066,Business Intelligence
100066,Data Visualization
100066,Excel
100066,Google Analytics
100066,Python
100066,SQL
100067,Data Modeling
100067,ETL
100067,Excel
100067,Machine Learning
100067,SQL
100068,Data Modeling
100068,Excel
100068,Machine Learning
100068,Tableau
100069,Communication
100069,Data Visualization
100069,Machine Learning
100069,SQL
100069,Statistics
100069,Tableau
100070,Azure
100070,Data Visualization
100070,ETL
100070,Excel
100070,Python
100070,SQL
100071,A/B Testing
100071,Azure
100071,Google Analytics
100071,Python
100071,SQL
100071,VBA
100072,Azure
100072,Excel
100072,SQL
100073,A/B Testing
100073,Business Intelligence
100073,Data Visualization
100073,Excel
100073,Machine Learning
100073,Statistics
100074,Excel
100074,Google Analytics
100074,Power BI
100074,Python
100074,SQL
100074,Statistics
100075,Data Modeling
100075,Machine Learning
100075,SQL
100075,Tableau
100076,Excel
100076,Machine Learning
100076,R
100076,SQL
100076,Tableau
100077,A/B Testing
100077,AWS
100077,Data Modeling
100077,Excel
100077,SQL
100077,VBA
100078,Excel
100078,Google Analytics
100078,SQL
100079,A/B Testing
100079,Azure
100079,Data Modeling
100079,Power BI
100079,SQL
100079,Statistics
100079,VBA
100080,Azure
100080,Communication
100080,Data Modeling
100080,Excel
100080,SQL
100080,VBA
100081,AWS
100081,Data Visualization
100081,Excel
100081,Power BI
100081,SQL
100081,VBA
100082,Azure
100082,Data Modeling
100082,Excel
100082,Machine Learning
100082,SQL
100082,VBA
100083,Excel
100083,SQL
100083,Snowflake
100084,Excel
100084,Machine Learning
100084,Python
100084,SQL
100085,Excel
100085,SQL
100085,VBA
100086,AWS
100086,Google Analytics
100086,Looker
100086,Power BI
100086,SQL
100087,Business Intelligence
100087,Communication
100087,Excel
100087,Python
100087,SQL
100087,VBA
100088,Business Intelligence
100088,Data Visualization
100088,Excel
100088,Python
100088,R
100089,Power BI
100089,SQL
100089,Snowflake
100089,VBA
100090,Business Intelligence
100090,Looker
100090,R
100091,Business Intelligence
100091,Excel
100091,Looker
100092,Excel
100092,SQL
100092,Snowflake
100093,Excel
100093,Google Analytics
100093,Power BI
100093,Python
100093,R
100093,Snowflake
100094,Azure
100094,Excel
100094,Google Analytics
100094,Python
100094,SQL
100095,ETL
100095,Excel
100095,Python
100095,SQL
100095,Tableau
100096,Excel
100096,Google Analytics
100096,Looker
100096,Statistics
100097,Communication
100097,Data Modeling
100097,Data Visualization
100097,ETL
100097,R
100097,Snowflake
100097,Tableau
100098,A/B Testing
100098,AWS
100098,Azure
100098,Business Intelligence
100098,VBA
100099,Excel
100099,Machine Learning
100099,SQL
100099,Tableau
100100,A/B Testing
100100,Communication
100100,Excel
100100,Python
100100,SQL
100100,Tableau
100101,Excel
100101,Google Analytics
100101,Power BI
100102,Azure
100102,Excel
100102,SQL
100102,Snowflake
100103,A/B Testing
100103,Azure
100103,Data Modeling
100103,Excel
100103,SQL
100103,Snowflake
100104,Azure
100104,Excel
100104,Python
100104,Snowflake
100104,VBA
100105,Excel
100105,Google Analytics
100105,SQL
100106,AWS
100106,Azure
100106,Business Intelligence
100106,Data Modeling
100106,SQL
100106,Statistics
100107,Excel
100107,Google Analytics
100107,Machine Learning
100108,AWS
100108,Azure
100108,Communication
100108,Excel
100108,Python
100108,SQL
100108,VBA
100109,Business Intelligence
100109,Communication
100109,Data Modeling
100109,Excel
100109,SQL
100109,Tableau
100110,A/B Testing
100110,ETL
100110,Excel
100110,Google Analytics
100110,Python
100110,SQL
100110,Tableau
100111,Excel
100111,SQL
100111,Tableau
100112,AWS
100112,Looker
100112,SQL
100112,Statistics
100112,VBA
100113,Data Modeling
100113,Data Visualization
100113,Excel
100113,SQL
100113,Snowflake
100114,AWS
100114,Python
100114,SQL
100114,VBA
100115,Data Modeling
100115,SQL
100115,Snowflake
100116,AWS
100116,Azure
100116,Business Intelligence
100116,Data Visualization
100116,Google Analytics
100116,R
100116,SQL
100117,Google Analytics
100117,Python
100117,R
100117,SQL
100117,Snowflake
100117,Tableau
100117,VBA
100118,Communication
100118,Looker
100118,SQL
100118,VBA
100119,Business Intelligence
100119,Excel
100119,SQL
100120,Azure
100120,Excel
100120,Google Analytics
100120,Power BI
100120,SQL
100121,Data Modeling
100121,Excel
100121,Google Analytics
100121,VBA
100122,Data Visualization
100122,Excel
100122,SQL
100122,VBA
100123,Azure
100123,Data Modeling
100123,Data Visualization
100123,Excel
100123,SQL
100124,Data Modeling
100124,ETL
100124,Excel
100124,Power BI
100124,R
100124,Tableau
100124,VBA
100125,Business Intelligence
100125,Excel
100125,SQL
100125,Snowflake
100125,Tableau
100126,AWS
100126,Data Visualization
100126,Excel
100126,Google Analytics
100126,Looker
100126,SQL
100126,VBA
100127,A/B Testing
100127,Excel
100127,Google Analytics
100127,Looker
100127,Machine Learning
100127,R
100127,SQL
100128,Communication
100128,Data Modeling
100128,Snowflake
100128,Statistics
100129,Azure
100129,Business Intelligence
100129,Data Visualization
100129,Google Analytics
100129,SQL
100130,Azure
100130,Google Analytics
100130,Looker
100130,SQL
100130,Statistics
100131,Data Modeling
100131,Excel
100131,Python
100131,SQL
100132,A/B Testing
100132,Azure
100132,Excel
100132,Power BI
100132,SQL
100133,Azure
100133,Communication
100133,R
100133,SQL
100134,Azure
100134,Business Intelligence
100134,Communication
100134,Excel
100134,Looker
100134,R
100134,SQL
100135,AWS
100135,Azure
100135,Business Intelligence
100135,Excel
100135,Snowflake
100136,AWS
100136,Excel
100136,Google Analytics
100136,SQL
100137,A/B Testing
100137,ETL
100137,Excel
100137,Google Analytics
100137,Machine Learning
100137,SQL
100138,AWS
100138,Excel
100138,SQL
100139,Data Modeling
100139,Excel
100139,Looker
100139,SQL
100140,Excel
100140,Python
100140,SQL
100140,Snowflake
100141,Business Intelligence
100141,Excel
100141,Power BI
100141,SQL
100141,Statistics
100142,Data Modeling
100142,ETL
100142,Excel
100142,Machine Learning
100142,SQL
100143,AWS
100143,Communication
100143,ETL
100143,R
100143,SQL
100143,Tableau
100144,ETL
100144,Power BI
100144,R
100144,SQL
100145,Business Intelligence
100145,Data Visualization
100145,SQL
100145,Tableau
100146,A/B Testing
100146,Business Intelligence
100146,Data Modeling
100146,ETL
100146,Machine Learning
100146,Power BI
100146,SQL
100147,AWS
100147,Excel
100147,SQL
100147,Snowflake
100147,Tableau
100148,Azure
100148,Communication
100148,Google Analytics
100148,Looker
100148,SQL
100148,Tableau
100149,A/B Testing
100149,ETL
100149,Excel
100149,SQL
100149,Snowflake
100149,Tableau
100150,Excel
100150,SQL
100150,VBA
100151,A/B Testing
100151,ETL
100151,SQL
100151,Statistics
100152,Excel
100152,Google Analytics
100152,SQL
100153,A/B Testing
100153,Excel
100153,Google Analytics
100153,SQL
100154,Azure
100154,Excel
100154,Looker
100154,R
100154,Tableau
100155,Excel
100155,Python
100155,SQL
100155,Tableau
100156,Communication
100156,Excel
100156,Looker
100156,Machine Learning
100156,SQL
100156,Snowflake
100156,VBA
100157,Data Visualization
100157,ETL
100157,Excel
100157,Machine Learning
100157,R
100157,Snowflake
100157,VBA
100158,ETL
100158,Excel
100158,SQL
100159,A/B Testing
100159,Excel
100159,SQL
100160,AWS
100160,Excel
100160,Google Analytics
100160,Python
100160,R
100160,SQL
100160,Statistics
100161,Data Visualization
100161,ETL
100161,Excel
100161,Google Analytics
100161,Python
100161,SQL
100161,Tableau
100162,Business Intelligence
100162,Excel
100162,Looker
100162,Machine Learning
100162,SQL
100163,Data Modeling
100163,Machine Learning
100163,SQL
100163,Tableau
100164,Excel
100164,Python
100164,R
100164,SQL
100164,Tableau
100165,AWS
100165,Communication
100165,Data Visualization
100165,ETL
100165,Python
100165,SQL
100166,Communication
100166,Excel
100166,SQL
100167,ETL
100167,Excel
100167,Google Analytics
100168,AWS
100168,ETL
100168,Google Analytics
100168,Looker
100169,A/B Testing
100169,Azure
100169,Business Intelligence
100169,Excel
100169,R
100169,SQL
100169,Statistics
100170,Business Intelligence
100170,Data Modeling
100170,Looker
100170,Machine Learning
100170,Python
100170,SQL
100171,A/B Testing
100171,Excel
100171,SQL
100172,A/B Testing
100172,Azure
100172,Business Intelligence
100172,Data Visualization
100172,Excel
100172,Snowflake
100172,Statistics
100173,AWS
100173,Data Visualization
100173,Excel
100173,Google Analytics
100174,Google Analytics
100174,Power BI
100174,R
100175,Communication
100175,ETL
100175,R
100175,SQL
100176,Excel
100176,Power BI
100176,SQL
100177,AWS
100177,Azure
100177,Business Intelligence
100177,Data Visualization
100177,Power BI
100177,SQL
100178,Communication
100178,ETL
100178,Excel
100178,SQL
100179,Data Modeling
100179,Data Visualization
100179,Excel
100179,Looker
100179,Python
100179,SQL
100180,A/B Testing
100180,AWS
100180,Excel
100180,Python
100180,R
100180,SQL
100181,Machine Learning
100181,Power BI
100181,VBA
100182,Business Intelligence
100182,Excel
100182,Machine Learning
100182,SQL
100183,Communication
100183,ETL
100183,Excel
100183,R
100183,Snowflake
100183,Statistics
100183,Tableau
100184,Azure
100184,Communication
100184,Excel
100184,Google Analytics
100184,Machine Learning
100184,SQL
100184,Tableau
100185,Communication
100185,Excel
100185,Machine Learning
100185,SQL
100186,Business Intelligence
100186,Data Visualization
100186,Python
100186,SQL
100186,VBA
100187,Azure
100187,Excel
100187,Google Analytics
100187,Looker
100187,SQL
100187,Tableau
100187,VBA
100188,Excel
100188,Machine Learning
100188,R
100188,SQL
100189,Excel
100189,Power BI
100189,SQL
100190,A/B Testing
100190,ETL
100190,Excel
100190,Looker
100190,Python
100190,SQL
100191,Excel
100191,Python
100191,SQL
100191,Snowflake
100192,Excel
100192,Power BI
100192,SQL
100193,Excel
100193,SQL
100193,Statistics
100194,Data Visualization
100194,SQL
100194,Snowflake
100195,Excel
100195,SQL
100195,VBA
100196,Azure
100196,Excel
100196,Machine Learning
100196,Python
100196,SQL
100196,Tableau
100197,Communication
100197,Excel
100197,SQL
100198,Excel
100198,SQL
100198,Tableau
100199,Excel
100199,Google Analytics
100199,SQL
100200,Business Intelligence
100200,Data Modeling
100200,Data Visualization
100200,Excel
100200,Machine Learning
100200,Power BI
100200,SQL
100201,Azure
100201,Communication
100201,Excel
100201,SQL
100202,AWS
100202,Business Intelligence
100202,ETL
100202,Excel
100202,Python
100202,SQL
100202,VBA
100203,A/B Testing
100203,Excel
100203,Looker
100203,SQL
100203,Statistics
100204,A/B Testing
100204,Excel
100204,SQL
100204,Snowflake
100204,Statistics
100205,Excel
100205,Power BI
100205,Python
100205,SQL
100205,Snowflake
100206,A/B Testing
100206,Business Intelligence
100206,Data Modeling
100206,Excel
100206,Google Analytics
100206,Machine Learning
100207,AWS
100207,Azure
100207,Business Intelligence
100207,Excel
100207,SQL
100207,Statistics
100207,Tableau
100208,AWS
100208,ETL
100208,Excel
100208,Machine Learning
100208,Snowflake
100209,A/B Testing
100209,Excel
100209,Power BI
100209,SQL
100210,Business Intelligence
100210,SQL
100210,Tableau
100211,Communication
100211,Data Visualization
100211,ETL
100211,Power BI
100211,R
100211,SQL
100212,Azure
100212,Excel
100212,Looker
100212,Python
100212,SQL
100212,Tableau
100213,Data Visualization
100213,Excel
100213,Google Analytics
100213,Looker
100213,SQL
100213,Snowflake
100214,A/B Testing
100214,Data Modeling
100214,Machine Learning
100214,Power BI
100214,R
100214,Snowflake
100214,Tableau
100215,Data Visualization
100215,Google Analytics
100215,SQL
100215,VBA
100216,AWS
100216,Excel
100216,Looker
100216,Power BI
100216,Python
100216,R
100216,SQL
100217,Excel
100217,Google Analytics
100217,R
100217,SQL
100217,Tableau
100218,AWS
100218,Azure
100218,Google Analytics
100218,Power BI
100218,Python
100218,VBA
100219,A/B Testing
100219,AWS
100219,Data Modeling
100219,ETL
100219,Excel
100219,R
100219,SQL
100220,Excel
100220,Looker
100220,Power BI
100220,R
100220,SQL
100220,Tableau
100220,VBA
100221,ETL
100221,Excel
100221,Machine Learning
100221,Power BI
100221,SQL
100222,A/B Testing
100222,Business Intelligence
100222,Excel
100222,Python
100222,R
100222,VBA
100223,Excel
100223,Google Analytics
100223,Looker
100224,AWS
100224,Data Modeling
100224,Excel
100224,Machine Learning
100224,SQL
100224,Snowflake
100225,Excel
100225,Looker
100225,Power BI
100225,Python
100225,SQL
100225,Statistics
100225,VBA
100226,Azure
100226,Data Modeling
100226,Data Visualization
100226,Excel
100226,Python
100226,R
100226,SQL
100227,A/B Testing
100227,Azure
100227,Communication
100227,ETL
100227,Excel
100228,Data Modeling
100228,Snowflake
100228,VBA
100229,Communication
100229,Excel
100229,Python
100229,Tableau
100230,Azure
100230,Data Modeling
100230,SQL
100231,Data Modeling
100231,Excel
100231,Power BI
100231,SQL
100232,Excel
100232,Machine Learning
100232,SQL
100233,AWS
100233,Azure
100233,Google Analytics
100233,Machine Learning
100233,SQL
100234,Business Intelligence
100234,Communication
100234,Python
100234,SQL
100234,Statistics
100235,ETL
100235,Excel
100235,Power BI
100235,R
100235,SQL
100235,Snowflake
100235,Tableau
100236,A/B Testing
100236,ETL
100236,Excel
100236,Power BI
100236,SQL
100236,Snowflake
100237,AWS
100237,Excel
100237,SQL
100238,Excel
100238,SQL
100238,Tableau
100239,AWS
100239,Excel
100239,SQL
100239,Snowflake
100240,Azure
100240,Data Modeling
100240,Excel
100240,Google Analytics
100240,SQL
100241,Azure
100241,Communication
100241,ETL
100241,Excel
100241,SQL
100242,AWS
100242,Azure
100242,Excel
100242,R
100242,SQL
100243,Communication
100243,Excel
100243,Google Analytics
100243,SQL
100244,AWS
100244,Communication
100244,ETL
100244,Looker
100244,Power BI
100244,SQL
100244,Snowflake
100245,Excel
100245,Google Analytics
100245,Looker
100245,SQL
100246,Communication
100246,SQL
100246,VBA
100247,A/B Testing
100247,Data Visualization
100247,Excel
100247,SQL
100247,Snowflake
100247,Statistics
100247,VBA
100248,Communication
100248,Data Modeling
100248,Excel
100248,Google Analytics
100248,Snowflake
100248,Tableau
100249,Data Visualization
100249,Excel
100249,Google Analytics
100249,Power BI
100249,R
100249,SQL
100249,Statistics
100250,Business Intelligence
100250,Excel
100250,SQL
100251,Communication
100251,Data Modeling
100251,Excel
100251,Power BI
100251,Snowflake
100251,Tableau
100251,VBA
100252,Azure
100252,Excel
100252,Looker
100252,SQL
100252,Statistics
100253,Excel
100253,Power BI
100253,Python
100253,SQL
100253,Snowflake
100253,VBA
100254,Communication
100254,Excel
100254,Power BI
100254,SQL
100254,VBA
100255,Excel
100255,Google Analytics
100255,SQL
100256,Communication
100256,Excel
100256,Power BI
100256,R
100257,Data Modeling
100257,Excel
100257,Power BI
100257,SQL
100258,A/B Testing
100258,Communication
100258,Data Modeling
100258,Power BI
100258,SQL
100259,Excel
100259,Looker
100259,SQL
100259,VBA
100260,Data Modeling
100260,Excel
100260,SQL
100261,AWS
100261,SQL
100261,Snowflake
100262,Business Intelligence
100262,Data Visualization
100262,ETL
100262,Excel
100262,Looker
100262,Power BI
100262,SQL
100263,Communication
100263,Excel
100263,SQL
100263,Tableau
100264,A/B Testing
100264,Business Intelligence
100264,Excel
100264,Power BI
100264,Snowflake
100264,Tableau
100264,VBA
100265,ETL
100265,Excel
100265,Google Analytics
100265,Machine Learning
100265,Power BI
100265,SQL
100265,Tableau
100266,AWS
100266,Google Analytics
100266,Power BI
100266,SQL
100266,Snowflake
100266,Statistics
100267,AWS
100267,Azure
100267,Communication
100267,Excel
100267,Looker
100268,AWS
100268,Excel
100268,SQL
100268,Statistics
100268,VBA
100269,Azure
100269,Communication
100269,ETL
100269,Excel
100269,Google Analytics
100269,SQL
100269,Snowflake
100270,Azure
100270,Data Visualization
100270,Statistics
100270,VBA
100271,Excel
100271,Machine Learning
100271,SQL
100272,Azure
100272,Data Visualization
100272,ETL
100272,Excel
100272,Looker
100272,Python
100272,SQL
100273,Data Visualization
100273,Google Analytics
100273,SQL
100273,VBA
100274,A/B Testing
100274,Business Intelligence
100274,Data Modeling
100274,ETL
100274,Excel
100274,Google Analytics
100274,Looker
100275,AWS
100275,Excel
100275,Looker
100275,Machine Learning
100275,R
100275,SQL
100275,Statistics
100276,Azure
100276,Communication
100276,Excel
100276,Python
100276,SQL
100276,Statistics
100277,Communication
100277,ETL
100277,Excel
100277,SQL
100278,Data Visualization
100278,SQL
100278,Snowflake
100279,A/B Testing
100279,AWS
100279,ETL
100279,Google Analytics
100279,Looker
100279,Tableau
100279,VBA
100280,AWS
100280,Azure
100280,Data Visualization
100280,Power BI
100280,Python
100280,Snowflake
100280,Statistics
100281,AWS
100281,Azure
100281,Business Intelligence
100281,Excel
100281,Google Analytics
100281,Python
100281,SQL
100282,Business Intelligence
100282,Excel
100282,Looker
100282,SQL
100283,Communication
100283,Data Visualization
100283,Machine Learning
100283,SQL
100284,Azure
100284,Machine Learning
100284,Python
100284,SQL
100284,Statistics
100285,Azure
100285,Looker
100285,R
100285,SQL
100285,Statistics
100285,Tableau
100285,VBA
100286,AWS
100286,Business Intelligence
100286,Data Modeling
100286,Python
100286,R
100286,Snowflake
100286,Tableau
100287,Data Visualization
100287,SQL
100287,Snowflake
100287,Statistics
100288,AWS
100288,Azure
100288,Data Visualization
100288,ETL
100288,Excel
100288,R
100288,VBA
100289,Business Intelligence
100289,Excel
100289,Power BI
100289,R
100289,SQL
100289,Snowflake
100289,Tableau
100290,Excel
100290,Google Analytics
100290,Power BI
100290,SQL
100291,Azure
100291,Data Modeling
100291,Excel
100291,R
100291,SQL
100291,Tableau
100291,VBA
100292,A/B Testing
100292,Communication
100292,Data Modeling
100292,Excel
100292,SQL
100292,Tableau
100293,Communication
100293,Data Modeling
100293,Excel
100293,SQL
100294,Azure
100294,Communication
100294,Data Modeling
100294,Excel
100294,R
100294,SQL
100294,Snowflake
100295,Communication
100295,ETL
100295,Excel
100295,Looker
100295,Machine Learning
100295,Power BI
100295,Tableau
100296,ETL
100296,SQL
100296,Snowflake
100297,Data Visualization
100297,ETL
100297,Looker
100297,Machine Learning
100297,Power BI
100297,SQL
100297,VBA
100298,A/B Testing
100298,Business Intelligence
100298,Excel
100298,Power BI
100298,R
100298,SQL
100299,Communication
100299,Excel
100299,Python
100299,SQL
100300,Business Intelligence
100300,Looker
100300,SQL
100301,A/B Testing
100301,Data Visualization
100301,SQL
100302,Azure
100302,Excel
100302,SQL
100303,Communication
100303,Excel
100303,Machine Learning
100303,Power BI
100303,R
100303,SQL
100303,VBA
100304,A/B Testing
100304,Excel
100304,Google Analytics
100304,Looker
100304,SQL
100304,VBA
100305,Communication
100305,Data Visualization
100305,SQL
100305,Snowflake
100306,Data Visualization
100306,Excel
100306,Google Analytics
100306,Looker
100307,Data Visualization
100307,Excel
100307,SQL
100307,Tableau
100308,Data Modeling
100308,Excel
100308,Looker
100308,Machine Learning
100308,R
100308,Snowflake
100308,Statistics
100309,Business Intelligence
100309,Google Analytics
100309,Looker
100309,Power BI
100309,SQL
100309,Snowflake
100310,Data Visualization
100310,Excel
100310,Google Analytics
100310,R
100310,SQL
100311,A/B Testing
100311,Excel
100311,SQL
100312,AWS
100312,Data Modeling
100312,Excel
100312,Google Analytics
100312,Looker
100312,Machine Learning
100312,SQL
100313,Azure
100313,Data Modeling
100313,Excel
100313,Machine Learning
100313,SQL
100314,Business Intelligence
100314,Excel
100314,Looker
100314,SQL
100314,Snowflake
100315,Excel
100315,R
100315,SQL
100316,Azure
100316,Business Intelligence
100316,Communication
100316,Data Modeling
100316,Excel
100316,R
100316,Snowflake
100317,Azure
100317,ETL
100317,Excel
100317,Python
100317,SQL
100317,VBA
100318,Excel
100318,R
100318,Snowflake
100318,Tableau
100319,AWS
100319,Azure
100319,Business Intelligence
100319,Communication
100319,Excel
100319,SQL
100319,VBA
100320,AWS
100320,Data Visualization
100320,Looker
100320,SQL
100321,Data Visualization
100321,Excel
100321,SQL
100322,AWS
100322,Machine Learning
100322,SQL
100322,VBA
100323,Data Modeling
100323,Excel
100323,R
100323,SQL
100323,Tableau
100324,AWS
100324,Communication
100324,Excel
100324,Google Analytics
100325,ETL
100325,Excel
100325,Machine Learning
100325,Statistics
100326,Looker
100326,SQL
100326,Statistics
100327,A/B Testing
100327,Excel
100327,Power BI
100327,SQL
100327,Statistics
100328,A/B Testing
100328,Data Visualization
100328,Excel
100328,Python
100328,R
100328,SQL
100328,Snowflake
100329,Azure
100329,Business Intelligence
100329,Data Visualization
100329,Google Analytics
100329,SQL
100329,Snowflake
100330,Data Visualization
100330,Google Analytics
100330,R
100330,SQL
100330,Snowflake
100330,VBA
100331,AWS
100331,Data Modeling
100331,ETL
100331,R
100331,SQL
100331,Snowflake
100332,AWS
100332,Communication
100332,Excel
100332,Google Analytics
100332,SQL
100332,Tableau
100333,Excel
100333,SQL
100333,VBA
100334,Business Intelligence
100334,Excel
100334,Python
100334,SQL
100335,Excel
100335,SQL
100335,Snowflake
100336,Business Intelligence
100336,Communication
100336,Data Visualization
100336,SQL
100336,Snowflake
100336,VBA
100337,Azure
100337,Communication
100337,Data Visualization
100337,Excel
100337,Google Analytics
100338,AWS
100338,Business Intelligence
100338,ETL
100338,Excel
100338,Looker
100338,SQL
100339,Azure
100339,SQL
100339,Snowflake
100340,AWS
100340,Excel
100340,Python
100340,SQL
100341,AWS
100341,Excel
100341,SQL
100342,A/B Testing
100342,ETL
100342,Excel
100342,Power BI
100342,SQL
100342,Tableau
100343,A/B Testing
100343,Excel
100343,Python
100343,SQL
100343,Snowflake
100343,VBA
100344,A/B Testing
100344,Excel
100344,Looker
100344,SQL
100344,Statistics
100344,Tableau
100344,VBA
100345,Azure
100345,Communication
100345,Data Visualization
100345,Excel
100345,Power BI
100345,R
100345,SQL
100346,A/B Testing
100346,Data Visualization
100346,Excel
100346,SQL
100346,Statistics
100346,Tableau
100347,Business Intelligence
100347,Excel
100347,SQL
100348,ETL
100348,Excel
100348,SQL
100348,Snowflake
100349,ETL
100349,Machine Learning
100349,SQL
100350,Azure
100350,Excel
100350,Python
100350,R
100350,SQL
100351,A/B Testing
100351,AWS
100351,Data Modeling
100351,Data Visualization
100351,Excel
100352,A/B Testing
100352,Communication
100352,Snowflake
100352,Statistics
100352,Tableau
100352,VBA
100353,AWS
100353,Communication
100353,Snowflake
100353,Tableau
100354,Data Modeling
100354,Google Analytics
100354,SQL
100354,Tableau
100355,A/B Testing
100355,Azure
100355,Data Modeling
100355,Excel
100355,Google Analytics
100355,Machine Learning
100355,Snowflake
100356,A/B Testing
100356,Excel
100356,Looker
100356,R
100356,Statistics
100356,Tableau
100357,A/B Testing
100357,Business Intelligence
100357,Excel
100357,Google Analytics
100357,Looker
100357,SQL
100358,Business Intelligence
100358,Power BI
100358,SQL
100359,AWS
100359,Business Intelligence
